"ID","Title","Keywords","FirstLevel"
"1050","Real-time Human Proxy: An Avatar-based Communication System","avatar-based communication,virtual reality,motion capture,motion generation","I"
"1051","Analysis of Conversation Quanta for Conversational Knowledge Circulation","conversation,knowledge acquisition,conversation quantization","H"
"1052","The Use of Runtime Reconfiguration on FPGA Circuits to Increase the Performance of the AES Algorithm Implementation","AES,FPGA,dynamic total reconfiguration,reconfiguration controller,pipeline,registers,iterative looping,unrolling looping,throughput,latency, reconfiguration time","B"
"1052","The Use of Runtime Reconfiguration on FPGA Circuits to Increase the Performance of the AES Algorithm Implementation","AES,FPGA,dynamic total reconfiguration,reconfiguration controller,pipeline,registers,iterative looping,unrolling looping,throughput,latency, reconfiguration time","D"
"1052","The Use of Runtime Reconfiguration on FPGA Circuits to Increase the Performance of the AES Algorithm Implementation","AES,FPGA,dynamic total reconfiguration,reconfiguration controller,pipeline,registers,iterative looping,unrolling looping,throughput,latency, reconfiguration time","E"
"1053","Real-time Architecture for Robust Motion Estimation under Varying Illumination Conditions","reconfigurable devices (FPGAs),optical flow,real-time image processing,robust illumination systems","C"
"1053","Real-time Architecture for Robust Motion Estimation under Varying Illumination Conditions","reconfigurable devices (FPGAs),optical flow,real-time image processing,robust illumination systems","I"
"1054","Design and Implementation of the AMCC Self-Timed Microprocessor in FPGAs","FPGA,asynchronous microprocessor,self-timed,4 phase protocol,Virtex II","B"
"1054","Design and Implementation of the AMCC Self-Timed Microprocessor in FPGAs","FPGA,asynchronous microprocessor,self-timed,4 phase protocol,Virtex II","C"
"1055","Hardware Implementation of an Efficient Correlator for Interleaved Complementary Sets of Sequences","compression techniques,complementary sets of sequences,efficient correlation,FPGA-based implementation,ultrasonics","B"
"1056","Performance Evaluation and Limitations of a Vision System on a Reconfigurable/Programmable Chip","image processing,system-on-a-programmable-chip,implementation,algorithms implemented in hardware,hardware architecture","B"
"1056","Performance Evaluation and Limitations of a Vision System on a Reconfigurable/Programmable Chip","image processing,system-on-a-programmable-chip,implementation,algorithms implemented in hardware,hardware architecture","C"
"1056","Performance Evaluation and Limitations of a Vision System on a Reconfigurable/Programmable Chip","image processing,system-on-a-programmable-chip,implementation,algorithms implemented in hardware,hardware architecture","I"
"1057","A Dynamically and Partially Reconfigurable Implementation of the IDEA Algorithm Using FPGAs and Handel-C","FPGA,partial and dynamic reconfiguration,IDEA,cryptography","C"
"1057","A Dynamically and Partially Reconfigurable Implementation of the IDEA Algorithm Using FPGAs and Handel-C","FPGA,partial and dynamic reconfiguration,IDEA,cryptography","E"
"1058","On Pipelining Sequences of Data-Dependent Loops","loop pipelining,compilation,,hardware schemes,FPGAs","B"
"1058","On Pipelining Sequences of Data-Dependent Loops","loop pipelining,compilation,,hardware schemes,FPGAs","C"
"1058","On Pipelining Sequences of Data-Dependent Loops","loop pipelining,compilation,,hardware schemes,FPGAs","D"
"1060","Formal Methods for Specifying, Validating, and Verifying Requirements","formal methods,requirements,SCR toolset","D"
"1060","Formal Methods for Specifying, Validating, and Verifying Requirements","formal methods,requirements,SCR toolset","F"
"1061","Formal Methods: Theory Becoming Practice","formal methods,B-method","D"
"1061","Formal Methods: Theory Becoming Practice","formal methods,B-method","F"
"1062","Floating-Point Verification","formal methods,hardware verification ","B"
"1062","Floating-Point Verification","formal methods,hardware verification ","F"
"1063","Model Checking: Software and Beyond","formal methods,model checking","B"
"1063","Model Checking: Software and Beyond","formal methods,model checking","D"
"1063","Model Checking: Software and Beyond","formal methods,model checking","F"
"1064","Automated Formal Methods Enter the Mainstream","formal methods ","B"
"1064","Automated Formal Methods Enter the Mainstream","formal methods ","D"
"1064","Automated Formal Methods Enter the Mainstream","formal methods ","F"
"1065","The Verification Grand Challenge","formal methods,Verification Grand Challenge","B"
"1065","The Verification Grand Challenge","formal methods,Verification Grand Challenge","D"
"1065","The Verification Grand Challenge","formal methods,Verification Grand Challenge","F"
"1066","Realising the Benefits of Formal Methods","formal methods,correctness by construction","D"
"1066","Realising the Benefits of Formal Methods","formal methods,correctness by construction","F"
"1067","Software Is More Than Code","formal methods,software engineering","D"
"1067","Software Is More Than Code","formal methods,software engineering","F"
"1069","Formal Methods<BR>Guest Editorial","formal methods","B"
"1069","Formal Methods<BR>Guest Editorial","formal methods","D"
"1069","Formal Methods<BR>Guest Editorial","formal methods","F"
"1070","Formal Representations of Learning Scenarios: A Methodology to Configure E-Learning Systems","e-learning,,e-learning system,learning scenario,formal representation,configuration","H"
"1071","A Comparison of Various Methods for Computing Bounds for Positive Roots of Polynomials","upper bounds,positive roots,real root isolation","F"
"1071","A Comparison of Various Methods for Computing Bounds for Positive Roots of Polynomials","upper bounds,positive roots,real root isolation","G"
"1072","Mashups: Emerging Application Development Paradigm for a Digital Journal","Web 2.0,mashups,visualisation","H"
"1074","Compile-time Computation of Polytime Functions","static computation,C++ templates,polytime computable functions","D"
"1074","Compile-time Computation of Polytime Functions","static computation,C++ templates,polytime computable functions","F"
"1075","Internet Payment System: A New Payment System for Internet Transactions","payment systems,security,cryptography,e-commerce,formal verification","C"
"1075","Internet Payment System: A New Payment System for Internet Transactions","payment systems,security,cryptography,e-commerce,formal verification","D"
"1075","Internet Payment System: A New Payment System for Internet Transactions","payment systems,security,cryptography,e-commerce,formal verification","K"
"1076","A Cultural Information System Providing e-commerce Web Services, Digital Rights Management and Copyright Protection","integrated information system,copyright protection,digital rights management,watermarking,e-commerce applications,usable user interfaces,web services,metadata,licensing","H"
"1077","Random <I>k</I>-GD-Sat Model and its Phase Transition","propositional satisfiability,random sat problems,phase transition,npcomplete problems","F"
"1077","Random <I>k</I>-GD-Sat Model and its Phase Transition","propositional satisfiability,random sat problems,phase transition,npcomplete problems","I"
"1078","Specification and Refinement of Access Control","access control,event systems,refinement","D"
"1078","Specification and Refinement of Access Control","access control,event systems,refinement","F"
"1079","Achieving Atomicity for Web Services Using Commutativity of Actions","web services,distributed transactions,atomicity,concurrency control,commutativity","H"
"1080","On the Use of a Reflective Architecture to Augment Database Management Systems","databases,reflection,performance","H"
"1083","Improving Program Correctness with Atomic Exception Handling","exception handling,transactional memory","D"
